assay_chembl_id	cell_name	cell_description	cell_source_organism	cell_source_tissue
CHEMBL2447581	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL2447582	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL2447583	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL2447591	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL2444347	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL2444927	NULL	NULL	NULL	NULL
CHEMBL2445494	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL2447659	NULL	NULL	NULL	NULL
CHEMBL2443472	NULL	NULL	NULL	NULL
CHEMBL2443476	NULL	NULL	NULL	NULL
CHEMBL2443479	NULL	NULL	NULL	NULL
CHEMBL2443482	NULL	NULL	NULL	NULL
CHEMBL2443511	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL2444709	NULL	NULL	NULL	NULL
CHEMBL2445808	NULL	NULL	NULL	NULL
CHEMBL2444175	NULL	NULL	NULL	NULL
CHEMBL2444437	NULL	NULL	NULL	NULL
CHEMBL3090651	NULL	NULL	NULL	NULL
CHEMBL3090534	NULL	NULL	NULL	NULL
CHEMBL3090833	NULL	NULL	NULL	NULL
CHEMBL3090926	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3089255	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3089256	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3096002	NULL	NULL	NULL	NULL
CHEMBL3096209	NULL	NULL	NULL	NULL
CHEMBL3097141	NULL	NULL	NULL	NULL
CHEMBL3096515	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3096729	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3096730	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3096731	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3096732	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3096733	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3096350	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3096370	NULL	NULL	NULL	NULL
CHEMBL3096555	NULL	NULL	NULL	NULL
CHEMBL3094681	NULL	NULL	NULL	NULL
CHEMBL3095543	NULL	NULL	NULL	NULL
CHEMBL3102565	NULL	NULL	NULL	NULL
CHEMBL3100169	NULL	NULL	NULL	NULL
CHEMBL3100170	NULL	NULL	NULL	NULL
CHEMBL3100171	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3100172	NULL	NULL	NULL	NULL
CHEMBL3100173	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3102091	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3101015	NULL	NULL	NULL	NULL
CHEMBL3101858	NULL	NULL	NULL	NULL
CHEMBL3102172	NULL	NULL	NULL	NULL
CHEMBL3102516	NULL	NULL	NULL	NULL
CHEMBL3102517	NULL	NULL	NULL	NULL
CHEMBL3102518	NULL	NULL	NULL	NULL
CHEMBL3100944	NULL	NULL	NULL	NULL
CHEMBL3107056	NULL	NULL	NULL	NULL
CHEMBL3106563	NULL	NULL	NULL	NULL
CHEMBL3108398	NULL	NULL	NULL	NULL
CHEMBL3106829	NULL	NULL	NULL	NULL
CHEMBL3107883	NULL	NULL	NULL	NULL
CHEMBL3111671	NULL	NULL	NULL	NULL
CHEMBL3112307	NULL	NULL	NULL	NULL
CHEMBL3117317	NULL	NULL	NULL	NULL
CHEMBL3117581	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3117583	NULL	NULL	NULL	NULL
CHEMBL3117598	NULL	NULL	NULL	NULL
CHEMBL3117650	NULL	NULL	NULL	NULL
CHEMBL3117841	NULL	NULL	NULL	NULL
CHEMBL3116554	NULL	NULL	NULL	NULL
CHEMBL3118368	NULL	NULL	NULL	NULL
CHEMBL3118572	NULL	NULL	NULL	NULL
CHEMBL3119938	NULL	NULL	NULL	NULL
CHEMBL3119942	NULL	NULL	NULL	NULL
CHEMBL3116939	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3118388	NULL	NULL	NULL	NULL
CHEMBL3118391	NULL	NULL	NULL	NULL
CHEMBL3119345	NULL	NULL	NULL	NULL
CHEMBL3124407	NULL	NULL	NULL	NULL
CHEMBL3124427	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3122291	NULL	NULL	NULL	NULL
CHEMBL3123163	NULL	NULL	NULL	NULL
CHEMBL3123229	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3123230	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3123331	NULL	NULL	NULL	NULL
CHEMBL3123626	NULL	NULL	NULL	NULL
CHEMBL3123641	NULL	NULL	NULL	NULL
CHEMBL3129033	NULL	NULL	NULL	NULL
CHEMBL3129034	NULL	NULL	NULL	NULL
CHEMBL3128589	NULL	NULL	NULL	NULL
CHEMBL3128610	NULL	NULL	NULL	NULL
CHEMBL3128676	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3128678	NULL	NULL	NULL	NULL
CHEMBL3128856	NULL	NULL	NULL	NULL
CHEMBL3128857	NULL	NULL	NULL	NULL
CHEMBL3129316	NULL	NULL	NULL	NULL
CHEMBL3131949	NULL	NULL	NULL	NULL
CHEMBL3131986	NULL	NULL	NULL	NULL
CHEMBL3130896	NULL	NULL	NULL	NULL
CHEMBL3132256	CHO-K1	CHO-K1 (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3129644	NULL	NULL	NULL	NULL
CHEMBL3130759	NULL	NULL	NULL	NULL
CHEMBL3135871	NULL	NULL	NULL	NULL
CHEMBL3135109	NULL	NULL	NULL	NULL
CHEMBL3215094	NULL	NULL	NULL	NULL
CHEMBL3214886	NULL	NULL	NULL	NULL
CHEMBL3225065	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3225066	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3226215	NULL	NULL	NULL	NULL
CHEMBL3226254	NULL	NULL	NULL	NULL
CHEMBL3226599	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3223962	NULL	NULL	NULL	NULL
CHEMBL3223963	NULL	NULL	NULL	NULL
CHEMBL3224294	NULL	NULL	NULL	NULL
CHEMBL3226991	NULL	NULL	NULL	NULL
CHEMBL3227002	NULL	NULL	NULL	NULL
CHEMBL3223680	NULL	NULL	NULL	NULL
CHEMBL3225152	NULL	NULL	NULL	NULL
CHEMBL3225969	NULL	NULL	NULL	NULL
CHEMBL3225974	NULL	NULL	NULL	NULL
CHEMBL3224838	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3224839	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3227119	NULL	NULL	NULL	NULL
CHEMBL3223442	NULL	NULL	NULL	NULL
CHEMBL3224857	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3225271	NULL	NULL	NULL	NULL
CHEMBL3226521	NULL	NULL	NULL	NULL
CHEMBL3227234	NULL	NULL	NULL	NULL
CHEMBL3224183	NULL	NULL	NULL	NULL
CHEMBL3224193	NULL	NULL	NULL	NULL
CHEMBL3239612	NULL	NULL	NULL	NULL
CHEMBL3239613	NULL	NULL	NULL	NULL
CHEMBL3239685	NULL	NULL	NULL	NULL
CHEMBL3239686	NULL	NULL	NULL	NULL
CHEMBL3239511	NULL	NULL	NULL	NULL
CHEMBL3240534	NULL	NULL	NULL	NULL
CHEMBL3241472	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3241473	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3241657	NULL	NULL	NULL	NULL
CHEMBL3241658	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3242069	NULL	NULL	NULL	NULL
CHEMBL3242070	NULL	NULL	NULL	NULL
CHEMBL3242071	NULL	NULL	NULL	NULL
CHEMBL3242072	NULL	NULL	NULL	NULL
CHEMBL3242073	NULL	NULL	NULL	NULL
CHEMBL3239967	NULL	NULL	NULL	NULL
CHEMBL3241723	NULL	NULL	NULL	NULL
CHEMBL3242088	NULL	NULL	NULL	NULL
CHEMBL3242637	NULL	NULL	NULL	NULL
CHEMBL3240651	NULL	NULL	NULL	NULL
CHEMBL3240911	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3241797	NULL	NULL	NULL	NULL
CHEMBL3243282	NULL	NULL	NULL	NULL
CHEMBL3243551	NULL	NULL	NULL	NULL
CHEMBL3243209	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3243210	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3267117	NULL	NULL	NULL	NULL
CHEMBL3268319	NULL	NULL	NULL	NULL
CHEMBL3268691	NULL	NULL	NULL	NULL
CHEMBL3268715	NULL	NULL	NULL	NULL
CHEMBL3271183	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3271184	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3271185	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3271186	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3271187	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3271188	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3270057	NULL	NULL	NULL	NULL
CHEMBL3270478	NULL	NULL	NULL	NULL
CHEMBL3268095	NULL	NULL	NULL	NULL
CHEMBL3268488	NULL	NULL	NULL	NULL
CHEMBL3266593	NULL	NULL	NULL	NULL
CHEMBL3268527	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3268528	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3270545	NULL	NULL	NULL	NULL
CHEMBL3266605	NULL	NULL	NULL	NULL
CHEMBL3267744	NULL	NULL	NULL	NULL
CHEMBL3265847	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3266651	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3269792	NULL	NULL	NULL	NULL
CHEMBL3266700	NULL	NULL	NULL	NULL
CHEMBL3268200	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3266304	NULL	NULL	NULL	NULL
CHEMBL3295404	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3292131	NULL	NULL	NULL	NULL
CHEMBL3292737	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3294033	NULL	NULL	NULL	NULL
CHEMBL3295453	NULL	NULL	NULL	NULL
CHEMBL3292514	NULL	NULL	NULL	NULL
CHEMBL3291637	NULL	NULL	NULL	NULL
CHEMBL3291975	NULL	NULL	NULL	NULL
CHEMBL3293609	NULL	NULL	NULL	NULL
CHEMBL3293610	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3294432	NULL	NULL	NULL	NULL
CHEMBL3295244	NULL	NULL	NULL	NULL
CHEMBL3292598	NULL	NULL	NULL	NULL
CHEMBL3292599	NULL	NULL	NULL	NULL
CHEMBL3292600	NULL	NULL	NULL	NULL
CHEMBL3293920	NULL	NULL	NULL	NULL
CHEMBL3295909	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3294274	NULL	NULL	NULL	NULL
CHEMBL3292925	NULL	NULL	NULL	NULL
CHEMBL3296755	NULL	NULL	NULL	NULL
CHEMBL3296306	NULL	NULL	NULL	NULL
CHEMBL3295963	NULL	NULL	NULL	NULL
CHEMBL3296720	NULL	NULL	NULL	NULL
CHEMBL3297246	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3300819	NULL	NULL	NULL	NULL
CHEMBL3301459	NULL	NULL	NULL	NULL
CHEMBL3301460	NULL	NULL	NULL	NULL
CHEMBL3391347	NULL	NULL	NULL	NULL
CHEMBL3391260	NULL	NULL	NULL	NULL
CHEMBL3389842	NULL	NULL	NULL	NULL
CHEMBL3383846	NULL	NULL	NULL	NULL
CHEMBL3382692	NULL	NULL	NULL	NULL
CHEMBL3382693	NULL	NULL	NULL	NULL
CHEMBL3382749	NULL	NULL	NULL	NULL
CHEMBL3390017	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3383387	NULL	NULL	NULL	NULL
CHEMBL3383394	NULL	NULL	NULL	NULL
CHEMBL3385851	NULL	NULL	NULL	NULL
CHEMBL3385852	NULL	NULL	NULL	NULL
CHEMBL3385853	NULL	NULL	NULL	NULL
CHEMBL3384644	NULL	NULL	NULL	NULL
CHEMBL3387701	NULL	NULL	NULL	NULL
CHEMBL3390670	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3390672	NULL	NULL	NULL	NULL
CHEMBL3387119	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3387122	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3387126	NULL	NULL	NULL	NULL
CHEMBL3387127	NULL	NULL	NULL	NULL
CHEMBL3381617	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3381618	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3384735	NULL	NULL	NULL	NULL
CHEMBL3382939	NULL	NULL	NULL	NULL
CHEMBL3384134	NULL	NULL	NULL	NULL
CHEMBL3385976	CHO-K1	CHO-K1 (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3389028	NULL	NULL	NULL	NULL
CHEMBL3382984	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3383594	NULL	NULL	NULL	NULL
CHEMBL3383595	NULL	NULL	NULL	NULL
CHEMBL3383596	NULL	NULL	NULL	NULL
CHEMBL3383597	NULL	NULL	NULL	NULL
CHEMBL3385491	NULL	NULL	NULL	NULL
CHEMBL3388483	NULL	NULL	NULL	NULL
CHEMBL3382404	NULL	NULL	NULL	NULL
CHEMBL3386699	NULL	NULL	NULL	NULL
CHEMBL3382462	NULL	NULL	NULL	NULL
CHEMBL3382466	NULL	NULL	NULL	NULL
CHEMBL3383693	NULL	NULL	NULL	NULL
CHEMBL3387384	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3381295	NULL	NULL	NULL	NULL
CHEMBL3382553	NULL	NULL	NULL	NULL
CHEMBL3382561	NULL	NULL	NULL	NULL
CHEMBL3373953	NULL	NULL	NULL	NULL
CHEMBL3377656	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3374659	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3372246	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3377716	NULL	NULL	NULL	NULL
CHEMBL3380165	NULL	NULL	NULL	NULL
CHEMBL3376666	NULL	NULL	NULL	NULL
CHEMBL3378486	NULL	NULL	NULL	NULL
CHEMBL3378487	NULL	NULL	NULL	NULL
CHEMBL3379633	NULL	NULL	NULL	NULL
CHEMBL3372415	NULL	NULL	NULL	NULL
CHEMBL3375414	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3380974	NULL	NULL	NULL	NULL
CHEMBL3374870	NULL	NULL	NULL	NULL
CHEMBL3374871	NULL	NULL	NULL	NULL
CHEMBL3373705	NULL	NULL	NULL	NULL
CHEMBL3374278	NULL	NULL	NULL	NULL
CHEMBL3374297	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3376773	NULL	NULL	NULL	NULL
CHEMBL3371912	NULL	NULL	NULL	NULL
CHEMBL3380409	NULL	NULL	NULL	NULL
CHEMBL3372547	NULL	NULL	NULL	NULL
CHEMBL3378637	NULL	NULL	NULL	NULL
CHEMBL3378638	NULL	NULL	NULL	NULL
CHEMBL3378645	NULL	NULL	NULL	NULL
CHEMBL3378646	NULL	NULL	NULL	NULL
CHEMBL3376254	NULL	NULL	NULL	NULL
CHEMBL3378079	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3372613	NULL	NULL	NULL	NULL
CHEMBL3372614	NULL	NULL	NULL	NULL
CHEMBL3372615	NULL	NULL	NULL	NULL
CHEMBL3372616	NULL	NULL	NULL	NULL
CHEMBL3374453	NULL	NULL	NULL	NULL
CHEMBL3378104	NULL	NULL	NULL	NULL
CHEMBL3371482	NULL	NULL	NULL	NULL
CHEMBL3376391	NULL	NULL	NULL	NULL
CHEMBL3378789	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3379378	NULL	NULL	NULL	NULL
CHEMBL3372714	NULL	NULL	NULL	NULL
CHEMBL3365826	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3365839	NULL	NULL	NULL	NULL
CHEMBL3366937	NULL	NULL	NULL	NULL
CHEMBL3361668	CHO-K1	CHO-K1 (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3361669	CHO-K1	CHO-K1 (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3362479	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3362132	NULL	NULL	NULL	NULL
CHEMBL3364426	NULL	NULL	NULL	NULL
CHEMBL3366617	NULL	NULL	NULL	NULL
CHEMBL3366643	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3361754	NULL	NULL	NULL	NULL
CHEMBL3366645	NULL	NULL	NULL	NULL
CHEMBL3363795	NULL	NULL	NULL	NULL
CHEMBL3363797	NULL	NULL	NULL	NULL
CHEMBL3363798	NULL	NULL	NULL	NULL
CHEMBL3363799	NULL	NULL	NULL	NULL
CHEMBL3364871	NULL	NULL	NULL	NULL
CHEMBL3362287	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3362672	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3362673	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3362675	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3362684	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3362989	NULL	NULL	NULL	NULL
CHEMBL3363886	NULL	NULL	NULL	NULL
CHEMBL3363907	CHO-K1	CHO-K1 (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3364596	NULL	NULL	NULL	NULL
CHEMBL3368358	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3368359	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3369983	NULL	NULL	NULL	NULL
CHEMBL3370237	NULL	NULL	NULL	NULL
CHEMBL3371004	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3371044	NULL	NULL	NULL	NULL
CHEMBL3368137	NULL	NULL	NULL	NULL
CHEMBL3367864	NULL	NULL	NULL	NULL
CHEMBL3367865	NULL	NULL	NULL	NULL
CHEMBL3369560	NULL	NULL	NULL	NULL
CHEMBL3370067	NULL	NULL	NULL	NULL
CHEMBL3370081	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3370082	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3370084	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3370088	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3368253	NULL	NULL	NULL	NULL
CHEMBL3369297	NULL	NULL	NULL	NULL
CHEMBL3367517	NULL	NULL	NULL	NULL
CHEMBL3368014	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3368017	NULL	NULL	NULL	NULL
CHEMBL3368018	NULL	NULL	NULL	NULL
CHEMBL3369074	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3369365	NULL	NULL	NULL	NULL
CHEMBL3369373	NULL	NULL	NULL	NULL
CHEMBL3370429	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3370430	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3370463	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3370466	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3370467	NULL	NULL	NULL	NULL
CHEMBL3370468	NULL	NULL	NULL	NULL
CHEMBL3367333	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3395908	NULL	NULL	NULL	NULL
CHEMBL3396429	NULL	NULL	NULL	NULL
CHEMBL3396520	NULL	NULL	NULL	NULL
CHEMBL3396797	NULL	NULL	NULL	NULL
CHEMBL3395117	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3396351	NULL	NULL	NULL	NULL
CHEMBL3396464	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3395554	NULL	NULL	NULL	NULL
CHEMBL3395555	NULL	NULL	NULL	NULL
CHEMBL3399089	NULL	NULL	NULL	NULL
CHEMBL3398704	NULL	NULL	NULL	NULL
CHEMBL3404543	NULL	NULL	NULL	NULL
CHEMBL3404544	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3407223	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3407236	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3407237	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3404835	NULL	NULL	NULL	NULL
CHEMBL3406672	NULL	NULL	NULL	NULL
CHEMBL3406081	NULL	NULL	NULL	NULL
CHEMBL3406745	NULL	NULL	NULL	NULL
CHEMBL3406751	NULL	NULL	NULL	NULL
CHEMBL3411225	NULL	NULL	NULL	NULL
CHEMBL3411230	NULL	NULL	NULL	NULL
CHEMBL3411134	NULL	NULL	NULL	NULL
CHEMBL3413543	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3413549	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3413736	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3412836	NULL	NULL	NULL	NULL
CHEMBL3413194	NULL	NULL	NULL	NULL
CHEMBL3412492	NULL	NULL	NULL	NULL
CHEMBL3413971	NULL	NULL	NULL	NULL
CHEMBL3414401	NULL	NULL	NULL	NULL
CHEMBL3414402	NULL	NULL	NULL	NULL
CHEMBL3421062	NULL	NULL	NULL	NULL
CHEMBL3420851	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3419072	NULL	NULL	NULL	NULL
CHEMBL3419081	NULL	NULL	NULL	NULL
CHEMBL3419930	NULL	NULL	NULL	NULL
CHEMBL3420397	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3420642	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3420643	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3420644	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3420645	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3420646	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3419343	NULL	NULL	NULL	NULL
CHEMBL3419515	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3420425	NULL	NULL	NULL	NULL
CHEMBL3418525	NULL	NULL	NULL	NULL
CHEMBL3419125	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3419126	NULL	NULL	NULL	NULL
CHEMBL3419127	NULL	NULL	NULL	NULL
CHEMBL3419128	NULL	NULL	NULL	NULL
CHEMBL3419366	NULL	NULL	NULL	NULL
CHEMBL3424107	NULL	NULL	NULL	NULL
CHEMBL3423786	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3424160	NULL	NULL	NULL	NULL
CHEMBL3423653	NULL	NULL	NULL	NULL
CHEMBL3424409	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3424851	NULL	NULL	NULL	NULL
CHEMBL3424852	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3425006	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3429920	NULL	NULL	NULL	NULL
CHEMBL3428433	NULL	NULL	NULL	NULL
CHEMBL3428449	NULL	NULL	NULL	NULL
CHEMBL3428450	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3428455	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3428458	NULL	NULL	NULL	NULL
