assay_chembl_id	document_chembl_id
CHEMBL1121077	CHEMBL1158565
CHEMBL822598	CHEMBL1135758
CHEMBL3430641	CHEMBL3430321
CHEMBL2396234	CHEMBL2390846
CHEMBL3789028	CHEMBL3784918
CHEMBL1657598	CHEMBL1649066
CHEMBL4358535	CHEMBL4354855
CHEMBL1918787	CHEMBL1914304
CHEMBL5549269	CHEMBL5543172
CHEMBL3583403	CHEMBL3580651
CHEMBL4670699	CHEMBL4665801
CHEMBL923046	CHEMBL1140675
CHEMBL948532	CHEMBL1157476
CHEMBL5117280	CHEMBL5113463
CHEMBL4039312	CHEMBL4038301
CHEMBL2091838	CHEMBL2086224
CHEMBL4881820	CHEMBL4507276
CHEMBL1767984	CHEMBL1764953
CHEMBL1817372	CHEMBL1811901
CHEMBL2327575	CHEMBL2321765
CHEMBL3128678	CHEMBL3124792
CHEMBL4620736	CHEMBL4619752
CHEMBL4813130	CHEMBL4811281
CHEMBL4339725	CHEMBL4339198
CHEMBL3102172	CHEMBL3098111
CHEMBL1646084	CHEMBL1641404
CHEMBL3592080	CHEMBL3588826
CHEMBL3630418	CHEMBL3627709
CHEMBL1052984	CHEMBL1152333
CHEMBL3430484	CHEMBL3430320
CHEMBL4416704	CHEMBL4414632
CHEMBL886510	CHEMBL1139143
CHEMBL1044431	CHEMBL1155321
CHEMBL2216713	CHEMBL2203133
CHEMBL5254107	CHEMBL5252542
CHEMBL2379703	CHEMBL2375287
CHEMBL5382450	CHEMBL5380805
CHEMBL5381146	CHEMBL5380777
CHEMBL3382561	CHEMBL3352744
CHEMBL3779522	CHEMBL3774372
CHEMBL3801061	CHEMBL3797102
CHEMBL909940	CHEMBL1137327
CHEMBL4015596	CHEMBL4014311
CHEMBL5159526	CHEMBL5154753
CHEMBL3291637	CHEMBL3286136
CHEMBL3624311	CHEMBL3621142
CHEMBL5256753	CHEMBL5252665
CHEMBL2026860	CHEMBL2021786
CHEMBL1648352	CHEMBL1641467
CHEMBL3420397	CHEMBL3414471
CHEMBL4616407	CHEMBL4613324
CHEMBL1819703	CHEMBL1817582
CHEMBL3602726	CHEMBL3600324
CHEMBL1961127	CHEMBL1955757
CHEMBL1121075	CHEMBL1158565
CHEMBL2215781	CHEMBL2203047
CHEMBL4184686	CHEMBL4184096
CHEMBL3755245	CHEMBL3751729
CHEMBL4370169	CHEMBL4368910
CHEMBL4039281	CHEMBL4038301
CHEMBL3430335	CHEMBL3430320
CHEMBL3872166	CHEMBL3871307
CHEMBL3436055	CHEMBL3436046
CHEMBL1954706	CHEMBL1949573
CHEMBL3625363	CHEMBL3621164
CHEMBL4201937	CHEMBL4196213
CHEMBL3638161	CHEMBL3638030
CHEMBL3795947	CHEMBL3792353
CHEMBL1960000	CHEMBL1955823
CHEMBL1961177	CHEMBL1955741
CHEMBL827855	CHEMBL1143543
CHEMBL5392515	CHEMBL5390273
CHEMBL2412549	CHEMBL2407064
CHEMBL3887508	CHEMBL3886344
CHEMBL2176623	CHEMBL2169853
CHEMBL3997735	CHEMBL3994677
CHEMBL1918926	CHEMBL1914304
CHEMBL660545	CHEMBL1124111
CHEMBL3364426	CHEMBL3351978
CHEMBL5037162	CHEMBL5036324
CHEMBL3436129	CHEMBL3436046
CHEMBL4055940	CHEMBL4052683
CHEMBL5318426	CHEMBL5316310
CHEMBL5531210	CHEMBL5528069
CHEMBL5117281	CHEMBL5113463
CHEMBL2173537	CHEMBL2169816
CHEMBL2208509	CHEMBL2203010
CHEMBL4823546	CHEMBL4823248
CHEMBL4332175	CHEMBL4330102
CHEMBL4388237	CHEMBL4387708
CHEMBL2415177	CHEMBL2412975
CHEMBL4200761	CHEMBL4196169
CHEMBL4826990	CHEMBL4825692
CHEMBL944648	CHEMBL1140953
CHEMBL1810895	CHEMBL1806368
CHEMBL4373005	CHEMBL4371067
CHEMBL5252391	CHEMBL5247677
CHEMBL3436138	CHEMBL3436046
CHEMBL937363	CHEMBL1147066
CHEMBL4338991	CHEMBL4334551
CHEMBL5584720	CHEMBL5584220
CHEMBL4199985	CHEMBL4196128
CHEMBL1069062	CHEMBL1158507
CHEMBL1065724	CHEMBL1156870
CHEMBL2212824	CHEMBL2203210
CHEMBL3419366	CHEMBL3414433
CHEMBL4433750	CHEMBL4433215
CHEMBL5131293	CHEMBL5126674
CHEMBL4433274	CHEMBL4433195
CHEMBL3430395	CHEMBL3430320
CHEMBL4627218	CHEMBL4622996
CHEMBL4840062	CHEMBL4837261
CHEMBL5512022	CHEMBL5506067
CHEMBL5155949	CHEMBL5154659
CHEMBL4054843	CHEMBL4052645
CHEMBL2411100	CHEMBL2406966
CHEMBL3880242	CHEMBL3879905
CHEMBL903920	CHEMBL1142907
CHEMBL4341373	CHEMBL4340527
CHEMBL4827648	CHEMBL4825722
CHEMBL650906	CHEMBL1132000
CHEMBL5323881	CHEMBL5321272
CHEMBL903549	CHEMBL1139948
CHEMBL4629713	CHEMBL4627393
CHEMBL3583383	CHEMBL3580651
CHEMBL958338	CHEMBL1153372
CHEMBL3430446	CHEMBL3430320
CHEMBL952419	CHEMBL1157496
CHEMBL1247719	CHEMBL1240532
CHEMBL3430647	CHEMBL3430321
CHEMBL4616477	CHEMBL4613325
CHEMBL5609386	CHEMBL5608187
CHEMBL1838314	CHEMBL1833934
CHEMBL4769903	CHEMBL4765317
CHEMBL1772133	CHEMBL1770137
CHEMBL3430327	CHEMBL3430320
CHEMBL3419515	CHEMBL3414517
CHEMBL4887724	CHEMBL4800723
CHEMBL4394871	CHEMBL4393678
CHEMBL3430733	CHEMBL3430320
CHEMBL3587702	CHEMBL3585263
CHEMBL3367864	CHEMBL3351482
CHEMBL5476607	CHEMBL5465560
CHEMBL3436098	CHEMBL3436046
CHEMBL5034587	CHEMBL5034005
CHEMBL3996856	CHEMBL3994626
CHEMBL4014095	CHEMBL4011656
CHEMBL5522443	CHEMBL5518235
CHEMBL5121792	CHEMBL5120772
CHEMBL4402273	CHEMBL4400569
CHEMBL5097460	CHEMBL5096172
CHEMBL3815825	CHEMBL3813624
CHEMBL3603073	CHEMBL3600316
CHEMBL1118846	CHEMBL1155446
CHEMBL4016569	CHEMBL4014340
CHEMBL4826209	CHEMBL4825668
CHEMBL655370	CHEMBL1132542
CHEMBL4331542	CHEMBL4330081
CHEMBL2389350	CHEMBL2385010
CHEMBL4150477	CHEMBL4145625
CHEMBL2443511	CHEMBL2440017
CHEMBL1274536	CHEMBL1268946
CHEMBL3430330	CHEMBL3430320
CHEMBL4004027	CHEMBL4002615
CHEMBL4015657	CHEMBL4014312
CHEMBL1118090	CHEMBL1155525
CHEMBL3436091	CHEMBL3436046
CHEMBL5370115	CHEMBL5365534
CHEMBL1831617	CHEMBL1828623
CHEMBL939830	CHEMBL1141029
CHEMBL3271183	CHEMBL3259733
CHEMBL3579079	CHEMBL3576831
CHEMBL3123229	CHEMBL3120081
CHEMBL5149298	CHEMBL5143732
CHEMBL1775806	CHEMBL1773020
CHEMBL3638102	CHEMBL3638030
CHEMBL4810220	CHEMBL4808209
CHEMBL4179915	CHEMBL4177603
CHEMBL3614618	CHEMBL3612054
CHEMBL3773667	CHEMBL3769376
CHEMBL4270205	CHEMBL4266051
CHEMBL4730753	CHEMBL4725429
CHEMBL1799739	CHEMBL1795332
CHEMBL5320164	CHEMBL5316345
CHEMBL3364596	CHEMBL3352377
CHEMBL5635916	CHEMBL5634110
CHEMBL1942803	CHEMBL1938364
CHEMBL865039	CHEMBL1147687
CHEMBL859790	CHEMBL1146078
CHEMBL4676921	CHEMBL4673260
CHEMBL3599848	CHEMBL3596131
CHEMBL3430259	CHEMBL3425511
CHEMBL5530460	CHEMBL5528056
CHEMBL944218	CHEMBL1157515
CHEMBL5041659	CHEMBL5038650
CHEMBL1042376	CHEMBL1154167
CHEMBL4040124	CHEMBL4038312
CHEMBL5373258	CHEMBL5370606
CHEMBL3225066	CHEMBL3217425
CHEMBL2039631	CHEMBL2034889
CHEMBL5257220	CHEMBL5257017
CHEMBL2318750	CHEMBL2311347
CHEMBL3757420	CHEMBL3751828
CHEMBL4030207	CHEMBL4028836
CHEMBL933623	CHEMBL1147066
CHEMBL3430540	CHEMBL3430320
CHEMBL5550341	CHEMBL5550087
CHEMBL934351	CHEMBL1142361
CHEMBL5538910	CHEMBL5537146
CHEMBL1781387	CHEMBL1777773
CHEMBL2395380	CHEMBL2390935
CHEMBL4881819	CHEMBL4507276
CHEMBL5578650	CHEMBL5576133
CHEMBL4724824	CHEMBL4715913
CHEMBL5377244	CHEMBL5375964
CHEMBL4184508	CHEMBL4184082
CHEMBL3808109	CHEMBL3804767
CHEMBL4016137	CHEMBL4014331
CHEMBL1685483	CHEMBL1681704
CHEMBL2166760	CHEMBL2163267
CHEMBL1839780	CHEMBL1833814
CHEMBL4813131	CHEMBL4811281
CHEMBL5637591	CHEMBL5634142
CHEMBL5249646	CHEMBL5247605
CHEMBL3430348	CHEMBL3430320
CHEMBL1947996	CHEMBL1944512
CHEMBL3377656	CHEMBL3352228
CHEMBL830529	CHEMBL1142768
CHEMBL5150939	CHEMBL5149979
CHEMBL3855376	CHEMBL3853331
CHEMBL2217339	CHEMBL2216747
CHEMBL5737567	CHEMBL5728833
CHEMBL3430633	CHEMBL3430321
CHEMBL5609108	CHEMBL5608181
CHEMBL2318297	CHEMBL2311491
CHEMBL1049590	CHEMBL1156750
CHEMBL5130290	CHEMBL5126614
CHEMBL4040882	CHEMBL4038335
CHEMBL1909190	CHEMBL1909046
CHEMBL1218978	CHEMBL1212920
CHEMBL1055593	CHEMBL1152970
CHEMBL4056897	CHEMBL4052739
CHEMBL4720165	CHEMBL4715815
CHEMBL3436135	CHEMBL3436046
CHEMBL4432076	CHEMBL4431324
CHEMBL5264190	CHEMBL5260838
CHEMBL2318185	CHEMBL2311289
CHEMBL4181299	CHEMBL4177660
CHEMBL956578	CHEMBL1152163
CHEMBL998044	CHEMBL1136951
CHEMBL3362675	CHEMBL3351646
CHEMBL5521451	CHEMBL5518220
CHEMBL4312674	CHEMBL4311943
CHEMBL4312666	CHEMBL4311943
CHEMBL5351810	CHEMBL5346974
CHEMBL3430474	CHEMBL3430320
CHEMBL3436052	CHEMBL3436046
CHEMBL3811490	CHEMBL3808345
CHEMBL986141	CHEMBL1144191
CHEMBL3430536	CHEMBL3430320
CHEMBL1121074	CHEMBL1158565
CHEMBL1049781	CHEMBL1155998
CHEMBL1033089	CHEMBL1140166
CHEMBL4843634	CHEMBL4842348
CHEMBL5628161	CHEMBL5625224
CHEMBL5546322	CHEMBL5543124
CHEMBL2426900	CHEMBL2424615
CHEMBL3436058	CHEMBL3436046
CHEMBL5051302	CHEMBL5050846
CHEMBL1924724	CHEMBL1921678
CHEMBL4041102	CHEMBL4038339
CHEMBL4424285	CHEMBL4422661
CHEMBL4613179	CHEMBL4610129
CHEMBL5586995	CHEMBL5584309
CHEMBL914755	CHEMBL1147155
CHEMBL4134159	CHEMBL4130453
CHEMBL1913194	CHEMBL1909536
CHEMBL4426446	CHEMBL4425122
CHEMBL1057876	CHEMBL1152393
CHEMBL3761659	CHEMBL3758104
CHEMBL865929	CHEMBL1138170
CHEMBL5038081	CHEMBL5036355
CHEMBL3638076	CHEMBL3638030
CHEMBL1112964	CHEMBL1158539
CHEMBL1120476	CHEMBL1155534
CHEMBL3430363	CHEMBL3430320
CHEMBL5049100	CHEMBL5046282
CHEMBL3090651	CHEMBL3085695
CHEMBL4122825	CHEMBL4118169
CHEMBL1293077	CHEMBL1287671
CHEMBL4367272	CHEMBL4364294
CHEMBL5535167	CHEMBL5532677
CHEMBL3754945	CHEMBL3751833
CHEMBL5304965	CHEMBL5303768
CHEMBL5735953	CHEMBL5728060
CHEMBL1787952	CHEMBL1781887
CHEMBL4719471	CHEMBL4715789
CHEMBL3430376	CHEMBL3430320
CHEMBL3625361	CHEMBL3621164
CHEMBL1633019	CHEMBL1629455
CHEMBL3855680	CHEMBL3853343
CHEMBL3430478	CHEMBL3430320
CHEMBL5365208	CHEMBL5360658
CHEMBL3383596	CHEMBL3351528
CHEMBL944326	CHEMBL1152282
CHEMBL4817671	CHEMBL4814016
CHEMBL3224857	CHEMBL3217487
CHEMBL5224985	CHEMBL5223125
CHEMBL2160405	CHEMBL2157870
CHEMBL1219614	CHEMBL1212936
CHEMBL4427858	CHEMBL4425185
CHEMBL4047408	CHEMBL4043239
CHEMBL5476531	CHEMBL5465560
CHEMBL3436056	CHEMBL3436046
CHEMBL4626204	CHEMBL4622974
CHEMBL4839358	CHEMBL4837245
CHEMBL4769894	CHEMBL4765317
CHEMBL4668721	CHEMBL4665688
CHEMBL2168044	CHEMBL2163215
CHEMBL1838399	CHEMBL1833813
CHEMBL976158	CHEMBL1153978
CHEMBL3638066	CHEMBL3638030
CHEMBL4844548	CHEMBL4842371
CHEMBL766804	CHEMBL1136065
CHEMBL5155313	CHEMBL5154644
CHEMBL2173019	CHEMBL2169755
CHEMBL4719894	CHEMBL4715806
CHEMBL4619942	CHEMBL4619707
CHEMBL5048808	CHEMBL5046278
CHEMBL3243282	CHEMBL3232788
CHEMBL1686392	CHEMBL1681678
CHEMBL3803537	CHEMBL3797106
CHEMBL3436157	CHEMBL3436046
CHEMBL4628362	CHEMBL4627305
CHEMBL3607787	CHEMBL3603741
CHEMBL1820249	CHEMBL1817657
CHEMBL4051888	CHEMBL4049443
CHEMBL656375	CHEMBL1135758
CHEMBL870188	CHEMBL1148661
CHEMBL3819862	CHEMBL3817762
CHEMBL3768467	CHEMBL3763052
CHEMBL2400452	CHEMBL2396647
CHEMBL5697037	CHEMBL5696440
CHEMBL2037899	CHEMBL2034921
CHEMBL3790041	CHEMBL3784945
CHEMBL5377048	CHEMBL5375957
CHEMBL841905	CHEMBL1134579
CHEMBL4181790	CHEMBL4177680
CHEMBL3602243	CHEMBL3600314
CHEMBL2045992	CHEMBL2040836
CHEMBL2167443	CHEMBL2163259
CHEMBL2024805	CHEMBL2021886
CHEMBL3387126	CHEMBL3351799
CHEMBL2034394	CHEMBL2029265
CHEMBL2330862	CHEMBL2321868
CHEMBL5622384	CHEMBL5620393
CHEMBL5223702	CHEMBL5223081
CHEMBL1913067	CHEMBL1909536
CHEMBL2406355	CHEMBL2401692
CHEMBL905110	CHEMBL1143695
CHEMBL4428924	CHEMBL4428053
CHEMBL4392494	CHEMBL4390688
CHEMBL3430531	CHEMBL3430320
CHEMBL2384313	CHEMBL2380211
CHEMBL1687412	CHEMBL1681652
CHEMBL3430460	CHEMBL3430320
CHEMBL3638135	CHEMBL3638030
CHEMBL3430480	CHEMBL3430320
CHEMBL4427621	CHEMBL4425174
CHEMBL2400455	CHEMBL2396647
CHEMBL1816131	CHEMBL1811851
CHEMBL4630252	CHEMBL4627405
CHEMBL3795743	CHEMBL3792364
CHEMBL3430516	CHEMBL3430320
CHEMBL861449	CHEMBL1148517
CHEMBL5304026	CHEMBL5303762
CHEMBL1810316	CHEMBL1806382
CHEMBL4049326	CHEMBL4043310
CHEMBL4727232	CHEMBL4725297
CHEMBL5136714	CHEMBL5131568
CHEMBL1918793	CHEMBL1914304
CHEMBL5167326	CHEMBL5154916
CHEMBL939877	CHEMBL1137011
CHEMBL940929	CHEMBL1139807
CHEMBL1116226	CHEMBL1156340
CHEMBL2089540	CHEMBL2086236
CHEMBL3430589	CHEMBL3430321
CHEMBL3610733	CHEMBL3608263
CHEMBL5304125	CHEMBL5303763
CHEMBL2071937	CHEMBL2069205
CHEMBL4685630	CHEMBL4680212
CHEMBL1918055	CHEMBL1914301
CHEMBL5335441	CHEMBL5331140
CHEMBL4704178	CHEMBL4699583
CHEMBL5739240	CHEMBL5729688
CHEMBL3430743	CHEMBL3430320
CHEMBL3430462	CHEMBL3430320
CHEMBL5543948	CHEMBL5543079
CHEMBL4381400	CHEMBL4376885
CHEMBL5520756	CHEMBL5518206
CHEMBL1113040	CHEMBL1154321
CHEMBL1100678	CHEMBL1154954
CHEMBL4124237	CHEMBL4118226
CHEMBL4233117	CHEMBL4229414
CHEMBL5031795	CHEMBL5030540
CHEMBL1799748	CHEMBL1795246
CHEMBL1930402	CHEMBL1926604
CHEMBL3430714	CHEMBL3430320
CHEMBL2089933	CHEMBL2086249
CHEMBL854892	CHEMBL1137589
CHEMBL1063264	CHEMBL1152385
CHEMBL1247720	CHEMBL1240532
CHEMBL3242070	CHEMBL3232919
CHEMBL3430399	CHEMBL3430320
CHEMBL3583955	CHEMBL3580617
CHEMBL5537402	CHEMBL5537112
CHEMBL4714257	CHEMBL4706694
CHEMBL2173974	CHEMBL2169805
CHEMBL3638155	CHEMBL3638030
CHEMBL4813160	CHEMBL4811281
CHEMBL3436073	CHEMBL3436046
CHEMBL4033454	CHEMBL4028916
CHEMBL3119345	CHEMBL3112508
CHEMBL4345274	CHEMBL4342490
CHEMBL5476569	CHEMBL5465560
CHEMBL4619017	CHEMBL4616703
CHEMBL3773319	CHEMBL3769327
CHEMBL1051047	CHEMBL1153074
CHEMBL5363738	CHEMBL5360611
CHEMBL3865493	CHEMBL3864182
CHEMBL5048865	CHEMBL5046279
CHEMBL3436118	CHEMBL3436046
CHEMBL937362	CHEMBL1147066
CHEMBL889315	CHEMBL1145378
CHEMBL2382843	CHEMBL2380296
CHEMBL3430697	CHEMBL3430320
CHEMBL1954009	CHEMBL1949557
CHEMBL2060687	CHEMBL2057186
CHEMBL4429473	CHEMBL4428066
CHEMBL5377365	CHEMBL5375967
CHEMBL4403945	CHEMBL4402552
CHEMBL5359176	CHEMBL5357013
CHEMBL865567	CHEMBL1139653
CHEMBL4429890	CHEMBL4428077
CHEMBL1786160	CHEMBL1782039
CHEMBL5617227	CHEMBL5614430
CHEMBL3889183	CHEMBL3886979
CHEMBL1116644	CHEMBL1154342
CHEMBL2039336	CHEMBL2034953
CHEMBL4610765	CHEMBL4610003
CHEMBL3373705	CHEMBL3352115
CHEMBL3997715	CHEMBL3994677
CHEMBL3226215	CHEMBL3217702
CHEMBL5627061	CHEMBL5625201
CHEMBL2214095	CHEMBL2203264
CHEMBL5255854	CHEMBL5252622
CHEMBL5304230	CHEMBL5303764
CHEMBL4813132	CHEMBL4811281
CHEMBL3430630	CHEMBL3430321
CHEMBL3370082	CHEMBL3352617
CHEMBL3430692	CHEMBL3430320
CHEMBL3074982	CHEMBL3046773
CHEMBL2351330	CHEMBL2346557
CHEMBL3802897	CHEMBL3797054
CHEMBL4769893	CHEMBL4765317
CHEMBL4385391	CHEMBL4382285
CHEMBL5634341	CHEMBL5634071
CHEMBL4679199	CHEMBL4673363
CHEMBL2049735	CHEMBL2046355
CHEMBL4329551	CHEMBL4325910
CHEMBL5133221	CHEMBL5131409
CHEMBL5358237	CHEMBL5356971
CHEMBL944711	CHEMBL1140726
CHEMBL3638072	CHEMBL3638030
CHEMBL4339061	CHEMBL4334552
CHEMBL985176	CHEMBL1156508
CHEMBL3430477	CHEMBL3430320
CHEMBL5116305	CHEMBL5113423
CHEMBL1248763	CHEMBL1240442
CHEMBL2040331	CHEMBL2034887
CHEMBL3430362	CHEMBL3430320
CHEMBL3607541	CHEMBL3603744
CHEMBL3430361	CHEMBL3430320
CHEMBL5731980	CHEMBL5726064
CHEMBL1798196	CHEMBL1795332
CHEMBL4715413	CHEMBL4706769
CHEMBL3864901	CHEMBL3864153
CHEMBL2412548	CHEMBL2407064
CHEMBL3395117	CHEMBL3393054
CHEMBL4365036	CHEMBL4364254
CHEMBL4706322	CHEMBL4699665
CHEMBL4679845	CHEMBL4673401
CHEMBL4388180	CHEMBL4387706
CHEMBL5148711	CHEMBL5143720
CHEMBL4836570	CHEMBL4834464
CHEMBL4019810	CHEMBL4017519
CHEMBL3436131	CHEMBL3436046
CHEMBL868799	CHEMBL1148600
CHEMBL889970	CHEMBL1146283
CHEMBL3368137	CHEMBL3351303
CHEMBL5512021	CHEMBL5506067
CHEMBL5037585	CHEMBL5036336
CHEMBL954009	CHEMBL1150418
CHEMBL5318788	CHEMBL5316317
CHEMBL1954571	CHEMBL1949661
CHEMBL4397249	CHEMBL4396869
CHEMBL1014963	CHEMBL1136869
CHEMBL4258485	CHEMBL4257478
CHEMBL1285384	CHEMBL1275274
CHEMBL2404197	CHEMBL2401676
CHEMBL4013300	CHEMBL4011635
CHEMBL3430337	CHEMBL3430320
CHEMBL1805122	CHEMBL1799931
CHEMBL5163410	CHEMBL5154828
CHEMBL1948885	CHEMBL1944524
CHEMBL3389028	CHEMBL3351341
CHEMBL5350168	CHEMBL5346941
CHEMBL3430719	CHEMBL3430320
CHEMBL682313	CHEMBL1147603
CHEMBL5393329	CHEMBL5390317
CHEMBL3997734	CHEMBL3994677
CHEMBL2162322	CHEMBL2157917
CHEMBL4325661	CHEMBL4321879
CHEMBL2021104	CHEMBL2016515
CHEMBL1072032	CHEMBL1153244
CHEMBL1024556	CHEMBL1151858
CHEMBL4020080	CHEMBL4017532
CHEMBL3611367	CHEMBL3608217
CHEMBL3436090	CHEMBL3436046
CHEMBL1912915	CHEMBL1909591
CHEMBL3749896	CHEMBL3745703
CHEMBL1068920	CHEMBL1157620
CHEMBL4394868	CHEMBL4393678
CHEMBL4004722	CHEMBL4002647
CHEMBL3767768	CHEMBL3763146
CHEMBL4321008	CHEMBL4316607
CHEMBL3372547	CHEMBL3297740
CHEMBL2404382	CHEMBL2401700
CHEMBL5228856	CHEMBL5226342
CHEMBL3117317	CHEMBL3112399
CHEMBL3598727	CHEMBL3596192
CHEMBL4676023	CHEMBL4673244
CHEMBL5736066	CHEMBL5728113
CHEMBL1211955	CHEMBL1208761
CHEMBL5216639	CHEMBL5214933
CHEMBL2061643	CHEMBL2057191
CHEMBL1952486	CHEMBL1949660
CHEMBL3123641	CHEMBL3120093
CHEMBL4416532	CHEMBL4414617
CHEMBL3363907	CHEMBL3352322
CHEMBL4403243	CHEMBL4402523
CHEMBL3430329	CHEMBL3430320
CHEMBL3855039	CHEMBL3853321
CHEMBL4178751	CHEMBL4177561
CHEMBL3372246	CHEMBL3351923
CHEMBL2150356	CHEMBL2146445
CHEMBL5042821	CHEMBL5042474
CHEMBL1771850	CHEMBL1770133
CHEMBL3822297	CHEMBL3817726
CHEMBL3807760	CHEMBL3804778
CHEMBL2390460	CHEMBL2384909
CHEMBL1924330	CHEMBL1921801
CHEMBL3223963	CHEMBL3217627
CHEMBL3831062	CHEMBL3826929
CHEMBL3406751	CHEMBL3400110
CHEMBL5157446	CHEMBL5154691
CHEMBL3436071	CHEMBL3436046
CHEMBL954169	CHEMBL1139353
CHEMBL5140412	CHEMBL5137044
CHEMBL4834687	CHEMBL4834397
CHEMBL4675676	CHEMBL4673232
CHEMBL5377367	CHEMBL5375967
CHEMBL820995	CHEMBL1137936
CHEMBL5520857	CHEMBL5518207
CHEMBL3430368	CHEMBL3430320
CHEMBL1918786	CHEMBL1914304
CHEMBL4386458	CHEMBL4385611
CHEMBL3420645	CHEMBL3414471
CHEMBL4765970	CHEMBL4765231
CHEMBL4611435	CHEMBL4610043
CHEMBL4734910	CHEMBL4732108
CHEMBL4144163	CHEMBL4138258
CHEMBL829261	CHEMBL1137046
CHEMBL4703550	CHEMBL4699559
CHEMBL3806757	CHEMBL3804797
CHEMBL4003818	CHEMBL4002602
CHEMBL3436213	CHEMBL3436046
CHEMBL5039967	CHEMBL5038592
CHEMBL1114387	CHEMBL1156178
CHEMBL4181782	CHEMBL4177680
CHEMBL4377416	CHEMBL4376812
CHEMBL4367395	CHEMBL4364295
CHEMBL3436087	CHEMBL3436046
CHEMBL5376779	CHEMBL5375953
CHEMBL3385976	CHEMBL3352820
CHEMBL3807113	CHEMBL3804779
CHEMBL3102091	CHEMBL3098005
CHEMBL3430715	CHEMBL3430320
CHEMBL5258223	CHEMBL5257040
CHEMBL659866	CHEMBL1124881
CHEMBL687333	CHEMBL1128716
CHEMBL5732343	CHEMBL5726248
CHEMBL3436134	CHEMBL3436046
CHEMBL5032808	CHEMBL5032496
CHEMBL3419930	CHEMBL3414433
CHEMBL3430631	CHEMBL3430321
CHEMBL2051348	CHEMBL2046354
CHEMBL5304080	CHEMBL5303762
CHEMBL3430424	CHEMBL3430320
CHEMBL3369373	CHEMBL3352410
CHEMBL4381399	CHEMBL4376885
CHEMBL5626025	CHEMBL5625172
CHEMBL5553380	CHEMBL5550186
CHEMBL3821620	CHEMBL3817840
CHEMBL1952937	CHEMBL1949629
CHEMBL1247721	CHEMBL1240532
CHEMBL5130010	CHEMBL5126607
CHEMBL4478172	CHEMBL4477207
CHEMBL3429920	CHEMBL3425438
CHEMBL902587	CHEMBL1138334
CHEMBL3420644	CHEMBL3414471
CHEMBL4830615	CHEMBL4828745
CHEMBL2073629	CHEMBL2069214
CHEMBL4223310	CHEMBL4219204
CHEMBL2155364	CHEMBL2150897
CHEMBL3994406	CHEMBL3992564
CHEMBL1120225	CHEMBL1158602
CHEMBL2182706	CHEMBL2177072
CHEMBL4414124	CHEMBL4411333
CHEMBL4669217	CHEMBL4665716
CHEMBL4180224	CHEMBL4177615
CHEMBL4199993	CHEMBL4196128
CHEMBL3436146	CHEMBL3436046
CHEMBL4617370	CHEMBL4616608
CHEMBL1040540	CHEMBL1154698
CHEMBL890046	CHEMBL1146290
CHEMBL3430345	CHEMBL3430320
CHEMBL5577197	CHEMBL5576081
CHEMBL5116276	CHEMBL5113423
CHEMBL2024791	CHEMBL2021801
CHEMBL4835203	CHEMBL4834410
CHEMBL1100152	CHEMBL1154229
CHEMBL3430421	CHEMBL3430320
CHEMBL1831618	CHEMBL1828623
CHEMBL2039052	CHEMBL2034937
CHEMBL4046796	CHEMBL4043199
CHEMBL3430444	CHEMBL3430320
CHEMBL5104771	CHEMBL5104100
CHEMBL3638086	CHEMBL3638030
CHEMBL4270431	CHEMBL4266061
CHEMBL3430543	CHEMBL3430320
CHEMBL5393330	CHEMBL5390317
CHEMBL3430412	CHEMBL3430320
CHEMBL5168166	CHEMBL5154932
CHEMBL2405803	CHEMBL2401705
CHEMBL4005299	CHEMBL4004807
CHEMBL4186149	CHEMBL4184149
CHEMBL3430651	CHEMBL3430321
CHEMBL2156227	CHEMBL2150882
CHEMBL3436156	CHEMBL3436046
CHEMBL3135109	CHEMBL3132851
CHEMBL5328187	CHEMBL5325482
CHEMBL5476754	CHEMBL5465560
CHEMBL682905	CHEMBL1149147
CHEMBL869182	CHEMBL1146021
CHEMBL3368018	CHEMBL3351765
CHEMBL4836049	CHEMBL4834434
CHEMBL5155275	CHEMBL5154644
CHEMBL2400454	CHEMBL2396647
CHEMBL2411831	CHEMBL2406904
CHEMBL5030052	CHEMBL5029175
CHEMBL5133642	CHEMBL5131436
CHEMBL3638088	CHEMBL3638030
CHEMBL4675513	CHEMBL4673226
CHEMBL5033222	CHEMBL5032506
CHEMBL887127	CHEMBL1139199
CHEMBL3374871	CHEMBL3352160
CHEMBL3796230	CHEMBL3792310
CHEMBL3767914	CHEMBL3763037
CHEMBL2157810	CHEMBL2151039
CHEMBL3430734	CHEMBL3430320
CHEMBL3888917	CHEMBL3886885
CHEMBL4134158	CHEMBL4130453
CHEMBL3369297	CHEMBL3297645
CHEMBL5049079	CHEMBL5046282
CHEMBL4378054	CHEMBL4376815
CHEMBL1036927	CHEMBL1154736
CHEMBL4882277	CHEMBL4507278
CHEMBL1925760	CHEMBL1921745
CHEMBL1070389	CHEMBL1158517
CHEMBL3819854	CHEMBL3817762
CHEMBL1070849	CHEMBL1156884
CHEMBL3638158	CHEMBL3638030
CHEMBL3803510	CHEMBL3797186
CHEMBL1107888	CHEMBL1156281
CHEMBL5609110	CHEMBL5608181
CHEMBL5374045	CHEMBL5370626
CHEMBL3430451	CHEMBL3430320
CHEMBL976349	CHEMBL1155906
CHEMBL4715201	CHEMBL4706753
CHEMBL5735616	CHEMBL5727891
CHEMBL3436132	CHEMBL3436046
